,id,name,surname,birthdate,deathdate,nationality,artist,complete_name,entity_name,gender,recordLabels,instruments
7611,Q31178173,Ji-yeong,Ahn,1995-09-14,,KR,4k5fFEYgkWYrYvtOK3zVBl,안지영,Ahn Ji-young,female,"Q12603091,Q1328605",voice
7612,Q42705901,Ji-yun,Woo,1996-01-06,,KR,4k5fFEYgkWYrYvtOK3zVBl,우지윤,Woo Ji-yoon,female,"Q12603091,Q1328605","voice,guitar,bass guitar"
7613,Q241111,Alessia,Aquilani,1967-05-19,,IT,09ao6AC5gW8AxRBUVkqWIB,,Alexia,female,,voice
7614,Q3201266,Kōen,,1207,,JP,6vwz7HydONQujdnKzrsSUf,,Kōen,male,,
7615,Q105103226,JC,Stewart,1997-02-08,,GB,2TAqN8fwfaKauvviN4pOsv,,JC Stewart,male,,
7616,Q93681853,Álvaro René,Rodríguez,1996-01-29,,PE,5UjFDinYOVndyri7JqzcAP,Álvaro René Rodríguez Diego,Álvaro Rod,male,,
7617,Q67092270,Amy,Gutiérrez,1998-08-25,,PE,1jrfEx1kZc8BNPLQDC7kVR,,Amy Gutiérrez,female,"Q2413243,Q38903,Q38903",
7618,Q100766927,Chris,Tamayo,1993,,CU,3E6iMhi3fvbMBSwZk8aeeJ,,Chris Tamayo,male,,
7619,Q7107123,Osmani,García,1981-05-22,,CU,37G8DfNgO4mQ3PKh5droSo,,Osmani García,male,,voice
7620,Q10317129,Lelo,Zaneti,1967-12-26,,BR,4GeZOI31ZG8C6PvdAk8Lbw,,Lelo Zaneti,male,,
7621,Q19873750,Garrett Clark,Borns,1992-01-07,,US,1KP6TWI40m7p3QBTU6u2xo,Garrett Clark Borns,Børns,male,Q231694,guitar
7622,Q4965983,Mari,Pajalahti,1979-03-15,,FI,2AdUWxNm17kkGZiPGuorth,,Mari Pajalahti,female,,voice
7623,Q1158503,Damien,Hess,1973-12-03,,US,7GlAYFuTPHWxfieITHslOU,,MC Frontalot,male,,
7624,Q54580288,Vinicius Fernando,Karlinke,1980-12-31,,BR,7M83IzPXGA4ClZJ5reW2Ro,,Vinicius Fernando Karlinke,male,,
7625,Q77396,Fabio,Cataldi,1981-08-14,,DE,5jYPpt8OQR5IRc2w4RFEJj,,Bass Sultan Hengzt,male,Q810477,voice
7626,Q9473325,,Hú,1950-11-10,,TW,4a88Q5HOh8FSXQ1gPcQu2U,,Parangalan,male,,
7627,Q432822,La Monte,Young,1935-10-14,,US,2Xi0zO1N71Ff9KymMs93YX,,La Monte Young,male,,saxophone
7628,Q3316082,Gian Marco Enrico,Miroglio,1968-10-27,,FR,4Vq4KLVU9EK95pwyPyxeTN,Gian Marco Enrico Miroglio,Miro,male,,"guitar,voice"
7629,Q56312402,Issa Lorenzo,Diakhaté,1992-06-06,,FR,76Pl0epAMXVXJspaSuz8im,Issa Lorenzo Diakhaté,Freeze Corleone,male,,
7630,Q27734073,José Luis,Maldonado,1987-07-26,,MX,1QhaqxeqF9sipS2gwbEKpu,José Luis Maldonado Ramos,C-Kan,male,Q30055845,
7631,Q30069064,Alan,Alejandro Maldonado Tamez,1984-09-24,,MX,66RfYVdftqnuHRicyClgL0,Alan Alejandro Maldonado Tamez,Dharius,male,Q330629,voice
7632,Q104523059,Yolotzin,César González,1991-10-09,,MX,0l1OSQn6GtjfEE1Cb8LE1t,,Yolotzin César González,male,,
7633,Q47875,Robbie Robert Peter Maximilian,Williams,1974-02-13,,GB,52f9xu2VBr99vFO7bzxiLP,Robert Peter Williams,Robbie Williams,male,"Q1088453,Q193023,Q330629,Q190585,Q50133002,Q55965015,Q183387","voice,guitar,bass guitar,keyboard instrument,percussion instrument,violin,harmonica,marimba"
7634,Q515027,Simon,Mathew,1983-05-17,,DK,3d2n85YLj0M861ScqWEhmC,,Simon Mathew,male,,voice
7635,Q12616349,Jessica,Ho,1988-12-17,,US,64k5e9kV9MdukXjFrR5R37,Jessica,Jessi,female,,voice
7636,Q17046096,Murat,Göğebakan,1968-10-09,2014-07-31,TR,2TUYtKan3NuDy9JexzL4db,,Murat Göğebakan,male,Q6081601,voice
7637,Q7154479,Paul,Woolford,,,GB,4CA8PTrbq1l5IgyvBA2JSV,,Paul Woolford,male,Q106681331,
7638,Q105105463,Kareen,Lomax,,,,0Fb9qTWnjsB90xH3zWr4oa,,Kareen Lomax,female,,
7639,Q5294930,Donald,Neuen,,,US,37vZ653qtL4tDK2ldsMfEq,,Donald Neuen,male,,
7640,Q76906,Dieter Günther,Bohlen,1954-02-07,,DE,7z56WnIZOTB7LcEt7tg9sx,Dieter Günther Bohlen,Dieter Bohlen,male,"Q770103,Q180277,Q56826329","electric guitar,guitar,voice,piano,melodica,harmonica"
7641,Q97483637,Leonie,Burger,1997-06-25,,DE,2NpPlwwDVYR5dIj0F31EcC,,Leony,female,,
7642,f8b1be93-d681-40cd-8fa8-4363d58c7a09,Luc,Imants,,,BE,6L6QXrf6jsmAcRNyOQRMhB,,Luc Imants,,,
7643,Q2354961,Walter,Grootaers,1955-01-27,,BE,6L6QXrf6jsmAcRNyOQRMhB,Walter Frieda Hans Grootaers,Walter Grootaers,male,,voice
7644,0fb6f407-3e89-4cb2-8fa7-3bb61522f775,Erik,Wauters,,,BE,6L6QXrf6jsmAcRNyOQRMhB,,Erik Wauters,,,
7645,827cb974-fa9c-4e58-bac8-69a4b130f081,Patrik,Van Herck,1957-12-20,,BE,6L6QXrf6jsmAcRNyOQRMhB,,Patrik Van Herck,,,
7646,652601ae-1af6-48b3-bfbb-6f8400d7b434,Jan,Van Eyken,1954-07-23,,BE,6L6QXrf6jsmAcRNyOQRMhB,,Jan Van Eyken,,,
7647,2ef26c54-96ee-4669-8c2b-f51906670294,Marc,Van Puyenbroeck,,,BE,6L6QXrf6jsmAcRNyOQRMhB,,Marc Van Puyenbroeck,,,
7648,Q1856333,Ben,Crabbé,1962-11-12,,BE,6L6QXrf6jsmAcRNyOQRMhB,,Ben Crabbé,male,,
7649,Q1814481,Robert,Bergen,1962-11-24,2016-02-07,BE,6L6QXrf6jsmAcRNyOQRMhB,,Robert Bergen,male,,bass guitar
7650,Q1850487,Axl,Peleman,1971-02-01,,BE,6L6QXrf6jsmAcRNyOQRMhB,,Axl Peleman,male,,guitar
7651,Q30919193,Kenai,,1986-09-25,,,6lca9phTiMCNjObnwuCFi1,,Kenai,male,,
7652,Q76524,Pierre Peter,Fox Baigorry,1971-09-03,,DE,6rqlONGmPuP2wJVSfliLBI,,Peter Fox,male,Q21077,"piano,guitar,singing"
7653,Q107137041,suboficial,mayor (Spain),,,,3HULha4gmb5YjZHWODEXu1,,suboficial mayor (Spain),,,
7654,Q107137063,subteniente,(Spain),,,,3HULha4gmb5YjZHWODEXu1,,subteniente (Spain),,,
7655,Q2878523,brigada,(Spain),,,,3HULha4gmb5YjZHWODEXu1,,brigada (Spain),,,
7656,Q107137102,sargento,primero (Spain),,,,3HULha4gmb5YjZHWODEXu1,,sargento primero (Spain),,,
7657,Q107139348,sargento,(Spain),,,,3HULha4gmb5YjZHWODEXu1,,sargento (Spain),,,
7658,Q11274027,naaboudoufu@nana,,1994-06-17,,JP,1FKTAIugYf3uk8WV3qrJfz,,naaboudoufu@nana,female,Q1328605,voice
7659,Q3311538,Michel Georges Alfred,Catty,1931-06-18,2020-01-26,FR,1nODcAdzs2eLjAp6AsrMzA,Michel Georges Alfred Catty,Michou,male,,
7660,Q16323115,Yedam,Bang,2002-05-07,,KR,3KonOYiLsU53m4yT7gNotP,방예담,Bang Ye-dam,male,Q50595,voice
7661,Q63850969,Hyeon-seok,Choi,1999-04-21,,KR,3KonOYiLsU53m4yT7gNotP,최현석,Choi Hyun-suk,male,Q50595,
7662,Q97352001,Ji-hun,Park,2000-03-14,,KR,3KonOYiLsU53m4yT7gNotP,박지훈,Park Ji-hoon,male,Q50595,
7663,Q97319986,Jun-gyu,Kim,2000-09-09,,KR,3KonOYiLsU53m4yT7gNotP,김준규,Kim Jun-kyu,male,Q50595,
7664,Q97352002,高田ましほ,,2001-03-25,,JP,3KonOYiLsU53m4yT7gNotP,高田ましほ,Takata Mashiho,male,Q50595,
7665,Q97352000,浜田朝光,,2001-08-20,,JP,3KonOYiLsU53m4yT7gNotP,浜田朝光,hamada Asahi,male,Q50595,
7666,Q97320177,Do-yeong,Kim,2003-12-04,,KR,3KonOYiLsU53m4yT7gNotP,김도영,Kim Do-young,male,Q50595,
7667,Q97352003,渡辺春虎,,2004-04-05,,JP,3KonOYiLsU53m4yT7gNotP,渡辺春虎,Watanabe Haruto,male,Q50595,
7668,Q97326265,Jeong-u,Park,2004-09-28,,KR,3KonOYiLsU53m4yT7gNotP,박정우,Park Jeong-woo,male,Q50595,
7669,Q97352009,Jeong-hwan,Soh,2005-02-18,,KR,3KonOYiLsU53m4yT7gNotP,소정환,So Jung-hwan,male,Q50595,
7670,Q98136886,Jae-hyuk,Yoon,2001-07-23,,KR,3KonOYiLsU53m4yT7gNotP,윤재혁,Yoon Jae-Hyuk,male,Q50595,
7671,Q98136892,ヨシノリ,,2000-05-15,,JP,3KonOYiLsU53m4yT7gNotP,ヨシノリ,Kanemoto Yoshinori,male,Q50595,
7672,8ae3fa23-e98d-4d5e-bc0e-496ae00fff0b,真辺雅俊,,,,JP,5hGI3NJR6bDbvpXj9aFE4w,,真辺雅俊,,,
7673,43cc1a31-c34e-4449-b42d-293b5f332a06,原田謙太,,,,JP,5hGI3NJR6bDbvpXj9aFE4w,,原田謙太,,,
7674,97cc9a19-80eb-421a-bbfa-515bccf1b979,坂本尭之,,,,JP,5hGI3NJR6bDbvpXj9aFE4w,,坂本尭之,,,
7675,0424dd8b-6866-4f62-a9dd-64ff63a5033a,田崎慎也,,,,JP,5hGI3NJR6bDbvpXj9aFE4w,,田崎慎也,,,
7676,8c238749-16c9-476e-a739-31215ffab169,寺園健二,,,,JP,5hGI3NJR6bDbvpXj9aFE4w,,寺園健二,,,
7677,7ef25147-109b-433a-a43a-1a323bce7332,岡田峻洋,,,,JP,5hGI3NJR6bDbvpXj9aFE4w,,岡田峻洋,,,
7678,Q451821,Scott Spencer,Storch,1973-12-16,,US,4hadtPX6kKntrnA87Zdy01,Scott Spencer Storch,Scott Storch,male,"Q2338889,Q389284,Q231694,Q528124,Q1338446,Q664167,Q202585,Q654283,Q183387,Q14566650,Q1337601,Q919701,Q121698,Q216364,Q190585,Q2482872,Q7392802,Q1193843,Q568246,Q38903,Q27184,Q3518860,Q5069785,Q202440,Q7270229,Q7562525,Q2415590,Q203059,Q183412,Q219112,Q7619938,Q7548973,Q212699,Q1047366,Q4005789,Q3720876,Q4546285,Q843402,Q1998195,Q522618,Q1344736,Q1153338","electronic keyboard,piano,voice,electric guitar"
7679,Q85880867,Seong-hwa,Park,1998-04-03,,KR,68KmkJeZGfwe1OUaivBa2L,,Park Seong-hwa,male,Q31179359,
7680,Q85864418,Kim Hong Joon,Kim,1998-11-07,,KR,68KmkJeZGfwe1OUaivBa2L,,Kim Hong Joong,male,Q31179359,
7681,Q85873722,Jeong,Yun-ho,1999-03-23,,KR,68KmkJeZGfwe1OUaivBa2L,,Jeong Yun-ho,male,Q31179359,
7682,Q85878532,Yeo-sang,Kang,1999-06-15,,KR,68KmkJeZGfwe1OUaivBa2L,강여상,Kang Yeo-sang,male,Q31179359,
7683,Q85879242,최산,,1999-07-10,,KR,68KmkJeZGfwe1OUaivBa2L,최산,Choi San,male,Q31179359,
7684,Q85878823,Min-gi,Song,1999-08-09,,KR,68KmkJeZGfwe1OUaivBa2L,송민기,Song Min-gi,male,Q31179359,
7685,Q85876937,정우영,,1999-11-26,,KR,68KmkJeZGfwe1OUaivBa2L,정우영,Jung Woo-young,male,Q31179359,
7686,Q85884933,Jong-ho Hào,Choi,2000-10-12,,KR,68KmkJeZGfwe1OUaivBa2L,최종호,Choi Jong-ho,male,Q31179359,
7687,Q98068483,Josh,Cullen Santos,1993-10-22,,PH,3g7vYcdDXnqnDKYFwqXBJP,Josh Cullen Santos,Josh,male,Q86750472,
7688,Q98069664,Felip,Jhon Suson,1997-01-12,,PH,3g7vYcdDXnqnDKYFwqXBJP,Felip Jhon Suson,Ken,male,Q86750472,
7689,Q98071049,Stellvester,Ajero,1995-06-16,,PH,3g7vYcdDXnqnDKYFwqXBJP,Stellvester Ajero,Stell,male,Q86750472,
7690,Q98069338,Justin,De Dios,1998-07-07,,PH,3g7vYcdDXnqnDKYFwqXBJP,Justin De Dios,Justin,male,Q86750472,
7691,Q98071338,John Paulo,Nase,1994-09-14,,PH,3g7vYcdDXnqnDKYFwqXBJP,John Paulo Bagnas Nase,Pablo,male,Q86750472,
7692,Q7660993,Sylvia,Ratonel,1988-06-14,,SG,1vTlwECVCDH4BSjEUQ5BQL,,Sylvia Ratonel,female,Q38903,voice
7693,Q5567113,Taufik,Batisah,1981-12-10,,SG,2lUOtL7ynpi6qacshqiA5m,,Taufik Batisah,male,,voice
7694,Q7378705,,Lu,1981-01-29,,SG,2GxXfulg4HD9wyW5p7g7dS,,Rui En,female,,voice
7695,Q7460103,Shabir,,1985-02-28,,SG,1rya10vhugXdhuxVDPUwng,,Shabir,male,,synthesizer
7696,Q710609,Dick,Li,1956-08-24,,SG,6sE3yain7zPartxf3QEBmd,,Dick Lee,male,,voice
7697,Q97819223,Brian,Richmond,,,,2XSfNdljbVI4QcDstTZ61P,,Brian Richmond,,,
7698,Q8266444,,Pan,1935,,,1P6nyJETp5A5rd2CPDVY0m,,Poon Sow Keng,female,,voice
7699,Q8968387,Tracy,Huang,1951-08-29,,TW,2P0OwKbtNXwKNEVLh4enPA,,Tracy Huang,female,,voice
7700,Q98807300,Louis,Soliano,,,,6mhMKMjwTnIrAfCjs7PfA4,,Louis Soliano,,,
7701,Q15463077,Jacintha,Abisheganaden,1957-10-03,,IN,1U5exn6LFVeWAzHojjqR5e,,Jacintha Abisheganaden,female,,voice
7702,Q13256599,Ramli,Sarip,1952-10-15,,SG,5CQwTyh3FGzSa7U0CtAdyA,,Ramli Sarip,male,,voice
7703,Q7492918,Sheikh,Haikel,1975-10-10,,SG,0REOJnRmOSNn3yY7crGPi0,,Sheikh Haikel,male,,voice
7704,Q16235009,Shigga,Shay,1992-09-12,,SG,3vYlOrtxEjNzvUPhacOdoV,,Shigga Shay,male,,
7705,Q95066540,Rajid,Ahamed,1995,,SG,2HXfSr5CfTPZbcqS2gyGYm,Rajid Ahamed,Yung Raja,male,,
7706,Q6181706,Jeremy,Monteiro,1960-06-20,,SG,6k5z740XzUQCbtToofslkV,,Jeremy Monteiro,male,,"piano,voice"
7707,Q2643,George,Harrison,1943-02-25,2001-11-29,GB,7zT4YMbL1qQSlznSDE3xDm,,George Harrison,male,"Q213710,Q193023,Q2663658,Q55965015,Q208909,Q679007","guitar,violin,bass guitar,sitar,ukulele,piano,voice,keyboard instrument,multi-instrumentalist"
7708,Q547034,Anne-Marie Thérèse,Beugras,1934-06-20,2020-11-30,FR,0K8623xQM16ZkYYNDBJFsQ,Anne-Marie Thérèse Beugras,Anne Sylvestre,female,,
7709,Q7351,Robert,Schumann,1810-06-08,1856-07-29,,6IsE8w8rdShYPY1rDUF2RS,,Robert Schumann,male,,piano
7710,Q22277613,Joanna,Dong,1981-11-15,,SG,6uxDuPWsZwqC5tLhmoaAFZ,,Joanna Dong,female,,voice
7711,Q18700345,Maho,Aikawa,1999-03-26,,JP,1y01BmA2Ho4ZaxGGRBbJ2V,,Maho Aikawa,female,,voice
7712,Q64784329,Hiroshi,Fujiwara,1960,,JP,72gTE718El4jxR5AWIIsq4,,Hiroshi Fujiwara,male,,
7713,Q608646,Blaoui,Houari,1926-01-23,2017-07-19,DZ,6zrOXBaNn0DqJeXxgC2eyH,,Blaoui Houari,male,,guitar
7714,Q107332943,Fernanda,Andrielli Nascimento Dos Santos,1998-10-07,,BR,4d175LvxCzxt5vHbJyv49q,Fernanda Andrielli Nascimento Dos Santos,MC Dricka,female,,
7715,Q57943846,Janne,Ahtiainen,,,FI,5jt2uC4IhLgVHl0QahKLMC,,Versace Henrik,male,Q65236918,
7716,e0c606a5-cb04-45ca-867a-10bb94fcdf53,Emmerich,Babernics,,,DE,7hzltD6Z1nipi3asl645sh,,Emmerich Babernics,,,
7717,0f68536a-6966-4808-b587-1265ac0d8c84,Thilo,Ferstl,,,DE,7hzltD6Z1nipi3asl645sh,,Thilo Ferstl,,,
7718,82e6bb66-74fa-462e-96b4-b31dc25bc60d,Günter,Franz,,,DE,7hzltD6Z1nipi3asl645sh,,Günter Franz,,,
7719,6c7a3186-aede-4ebf-8e97-f2a21f727ce6,Anselm,Riess,,,DE,7hzltD6Z1nipi3asl645sh,,Anselm Riess,,,
7720,766d20b4-2a32-41d1-a79e-1852b298ec6d,Ulrich,Schroedter,,,DE,7hzltD6Z1nipi3asl645sh,,Ulrich Schroedter,,,
7721,Q2277126,Shara,Nova,1974-04-22,,US,0U3b0BjITtQHwjwBVtiGcO,,Shara Nova,female,Q1772450,"guitar,piano,voice"
7722,Q107183890,León,Leiden,1998-09-25,,,1h3ucVy2E3Feh5LGO7agfW,,León Leiden,male,,
7723,Q125106,Salma,Hayek,1966-09-02,,MX,5kT96PWNMl0164QMytMqc0,Salma Valgarma Hayek Jiménez,Salma Hayek,female,,
7724,Q171235,Ariadna Thalía,Sodi,1971-08-26,,US,48AZRfn6TdspMxXToat0WB,,Thalía,female,"Q427326,Q3298975",voice
7725,Q12698693,Najwa,Latif,1995-05-23,,MY,5uuA00QFo3PFnc16RVZwwt,,Najwa Latif,female,,"guitar,voice"
7726,Q108692300,Krystian,Gierakowski,1998-04-23,,PL,1fZAAHNWdSM5gqbi9o5iEA,,Chivas,male,,
7727,Q359521,Matthew,Good,1971-06-29,,CA,4xlAHgZnzzPHtoKnev0gwJ,,Matthew Good,male,Q277626,voice
7728,Q6673256,Sharon,Guan,1995-10-12,,US,1D4GTYNzBKdUrK1wyzTmyt,,Sharon Kwan,female,,voice
7729,Q95394957,Money,Man,1986-02-27,,,3Rx4PJ7SP6unkOk5elPUK7,,Money Man,male,Q1047366,
7730,Q85795501,RV,,,,,4VylF3B1rKCL5tdOJ8VL8o,,RV,male,,
7731,Q6522990,Lenny,Santos,1979-10-24,,US,4bODqflR0Wo3i3fCwwCIPq,,Lenny Santos,male,,
7732,Q55078052,Maréva,Ranarivelo,1994-04-27,,FR,1ywkNtrO3WGuwaehqxyjAO,Maréva Ranarivelo,Chilla,female,Q15720481,voice
7733,Q1804,Monique Andrée,Serf,1930-06-09,1997-11-24,FR,0trHMgCbRohjsr2uzM6scS,Monique Andrée Serf,Barbara,female,"Q38903,Q557632,Q62065050,Q706013,Q1536003","piano,voice"
7734,Q21994657,Joseph,Bolden,1902,1979,US,1mzhxfOtUZ9nNUqSEiZfTK,,Joseph E. Bolden,male,,
7735,Q5768009,Stefan,Granberg,1973-05-11,,SE,7qYeIN2r4H1kBvr0Gm9Iav,,Stefan Granberg,male,Q605388,voice
7736,Q5767890,Fredrik,Granberg,1975-06-17,,SE,7qYeIN2r4H1kBvr0Gm9Iav,,Fredrik Granberg,male,Q605388,
7737,Q5588951,Johan,Brändström,1975,,SE,7qYeIN2r4H1kBvr0Gm9Iav,,Johan Brändström,male,Q605388,
7738,Q5778356,Johan,Gustavsson,1975-10-01,,SE,7qYeIN2r4H1kBvr0Gm9Iav,,Johan Gustavsson,male,Q605388,
7739,Q8054866,Yomo,,1979-06-17,,US,4myAXQmMuS1lZe8T6Y7eBg,,Yomo,male,Q5578872,voice
7740,5fd57106-8aa0-4aea-963e-3e53dde15ab5,Addikt102,,,,DE,78TTCmh2koperK5NBn7DgR,,Addikt102,,,
7741,5b58a620-4390-4373-913e-eeb68bdb37c3,Chapo102,,,,,78TTCmh2koperK5NBn7DgR,,Chapo102,,,
7742,dc3e3610-81a3-4621-a2ad-fd74639e4b80,Duke102,,,,,78TTCmh2koperK5NBn7DgR,,Duke102,,,
7743,64e2fd0c-3b55-4cb1-9464-279d2820620c,KKUBA102,,,,,78TTCmh2koperK5NBn7DgR,,KKUBA102,,,
7744,5788a025-0a4d-488a-a1e5-631398ebb03b,Skoob102,,,,,78TTCmh2koperK5NBn7DgR,,Skoob102,,,
7745,aa61d65d-0bfb-4115-8674-401b911b3028,Stacks102,,,,DE,78TTCmh2koperK5NBn7DgR,,Stacks102,,,
7746,90bcf732-1870-48a0-bae2-5f5c7b305ecf,Toni102,,,,,78TTCmh2koperK5NBn7DgR,,Toni102,,,
7747,Q109381661,Angelo,Troy Rivera,2001-04-18,,,7s4IAtCfcA31LaTyEHUfjn,Angelo Troy Rivera,Gelo,male,,
7748,Q236066,Amanda Joy,Michalka,1991-04-10,,US,22d6nqxq33gYU50eC0YV37,Amanda Joy Michalka,AJ Michalka,female,Q387539,"guitar,voice,piano,acoustic guitar,electric guitar"
7749,Q12325758,Maiken,Bent,1980,,DK,4jbdQmiJtVASswEgsSrj2N,,Maiken Bent,female,,
7750,Q457864,Isadore,Freleng,1905-08-21,1995-05-26,US,6b5pfuVKCNs79hvVtSx2ht,Isadore Freleng,Friz Freleng,male,,
7751,Q103375662,Lova Lova,d,1992-04-02,,SE,3MPhQdwcGDArJTh3SvU9nj,,Lovad,female,,
7752,Q97197637,Rán,Rén,1989-07-03,,CN,6f4srX54JFrLNK4aTJe2Sc,,Ren Ran,female,,
7753,Q56277989,Winnie,Zhang,1996-03-09,,CN,5NOUPpTUG8w2NRrYGSUsIf,,Zining,female,,voice
7754,Q38260664,Stephan,Tavares,1991-04-29,,FR,64YajbnlaxCp4ZDtmGhEBA,Stephan Tavares ( Portuguese ),Dj 4Rain,male,Q330629,"synthesizer,piano,electronic keyboard"
7755,bcf5af0d-88b6-4387-acd0-521f6ddde938,Fundz,,,,,1sbdvBsWSyPAFkq6LU83T8,,Fundz,,,
7756,Q20739374,Roy,Woods,1996-04-18,,CA,7mDU6nMUJnOSY2Hkjz5oqM,,Roy Woods,male,Q843402,
7757,Q24897362,Rei,,1993-02-05,,JP,4IG1SDlwgNKzqTmjBrvY3K,,Rei,female,,
7758,895d61a1-932a-452f-b62e-481cacf670e8,Aki,,,,JP,6yfgM1rkLSenhFIW3iV9hm,,Aki,,,
7759,bbba87a1-ae00-4629-9ba5-5eb680412427,Natsuki,,,,JP,6yfgM1rkLSenhFIW3iV9hm,,Natsuki,,,
7760,55529887-f922-4d74-b15b-8e3de9f48df2,Tama,,,,JP,6yfgM1rkLSenhFIW3iV9hm,,Tama,,,
7761,Q489016,Hye-bin,cruz,1983-09-27,,KR,1WXbiUMl1AT9Inb619xPUg,,Jeon Hye-bin,female,,voice
7762,Q1356607,João Bosco,de Freitas Mucci,1946-07-13,,BR,21WAvVROZ83oUvJwFTG2dH,João Bosco de Freitas Mucci,João Bosco,male,Q50074604,"guitar,voice,acoustic guitar"
7763,Q100428190,Tyla,Parham,1996-06-01,,US,7qd6KGoABHifvXKeFNe2Yb,,Wolftyla,female,,voice
7764,Q28464764,Mudi,,1992-12-19,,,1tnX93BHWyMdBSLhwAzo1j,,Mudi,male,,voice
7765,Q98704652,Cristóbal,Gálvez Moreno,1987-05-19,,,32xHy4VQTfTb7lzj6xbrJg,,Cristóbal Gálvez Moreno,male,,
7766,Q12321325,Karen,Mukupa,1973,,DK,4oSTSlQlMoD3vlEtj1NDjo,,Karen Mukupa,female,,
7767,Q13015884,Nontanun,Anchuleepradit,1990-06-08,,TH,1MXcqijfBhhY1WznU6X2er,,Nontanun Anchuleepradit,male,"Q16499990,Q4923294",voice
7768,Q542368,Sibel,Can,1970-08-01,,TR,2IiSMrjpXiteqhISWXkdUG,,Sibel Can,female,Q6052368,voice
7769,Q253420,Vivian,Xu,1975-03-19,,TW,6cP65fCRmCJQejKYSnVb47,徐淑娟,Vivian Hsu,female,Q21077,voice
7770,Q14313,Pharrell,Williams,1973-04-05,,US,0KuF7reCTOZwV7YJnHQqgr,Pharrell Lanscilo Williams,Pharrell Williams,male,Q3109712,"drum kit,guitar,keyboard instrument,voice"
7771,Q706641,Charles,Hugo,1974-02-24,,US,0KuF7reCTOZwV7YJnHQqgr,,Chad Hugo,male,Q3109712,saxophone
7772,Q101028862,Salem,Ilese,1999-08-19,,US,3QJUFtGBGL05vo0kCJZsmT,,Salem Ilese,female,,
7773,Q1385721,Jamie,Adenuga,1985-05-04,,GB,4IZLJdhHCqAvT4pjn8TLH5,,JME,male,Q4952056,
7774,Q6147934,Jammer,,1982-06-03,,GB,4xgV1UcvsrLM4rQrjTjwNw,,Jammer,male,"Q4952056,Q1358555",
7775,Q974970,Omar Ruben,Rada,1943-06-17,,UY,5AfGpwSbYKelc5nJjUVRmb,Omar Ruben Rada Silva,Ruben Rada,male,,voice
7776,Q98139772,Stace,Cadet,,,AU,4C825UjHAWCMvdZwbtpwDT,,Stace Cadet,male,,
7777,Q64753112,Kristy,Lee Peters,,,,3cWOwptrfEuGMJ2cM7ipc3,,Kristy Lee Peters,female,"Q3629023,Q10269526",
7778,Q5205373,DJ,Mangoo,1983-11-29,,SE,1rIc4yTieeRq25NA3T8RQ5,,DJ Mangoo,male,,
7779,27b8e2db-392e-4e94-94a4-525fea155aad,MC,Menor,,,BR,78Y1NpgD0yMKoBetaYlUzS,,MC Menor,,,
7780,Q10391605,Vinícius,,1966-11-03,,BR,0dNyaMJp0r9zBYG86JgRDI,,Vinny,male,,voice
7781,Q122003,Julio,Iglesias,1943-09-23,,ES,3iqmw9YYC7Zo59FHAu1V7U,Julio José Iglesias de la Cueva,Julio Iglesias,male,"Q330629,Q183387,Q3233924,Q1536003,Q557632","guitar,voice"
7782,Q169461,Anahí Giovanna,Puente,1983-05-14,,MX,7cjh6y0V9SsyCrWSXTzwOs,Anahí Giovanna Puente Portilla,Ani,female,"Q193023,Q55965015,Q38903",voice
7783,Q237387,Dulce,María,1985-12-06,,MX,7cjh6y0V9SsyCrWSXTzwOs,,Dulce María,female,"Q193023,Q55965015,Q38903","guitar,voice"
7784,Q517417,Alfonso,Rodriguez,1983-08-28,,MX,7cjh6y0V9SsyCrWSXTzwOs,,Alfonso Herrera Rodriguez,male,"Q193023,Q55965015,Q38903",
7785,Q1261353,Christopher Alexander Luis,Casillas,1986-10-21,,MX,7cjh6y0V9SsyCrWSXTzwOs,Christopher Alexander Luis Casillas von Uckermann,Christopher von Uckermann,male,"Q193023,Q55965015,Q38903",voice
7786,Q232015,Maite,Perroni,1983-03-09,,MX,7cjh6y0V9SsyCrWSXTzwOs,,Maite Perroni,female,"Q193023,Q55965015,Q38903",voice
7787,Q638209,Christian,Chávez Garza,1983-08-07,,US,7cjh6y0V9SsyCrWSXTzwOs,José Christian Chávez Garza,Christian Chávez,male,"Q193023,Q55965015,Q38903",voice
7788,Q169461,Anahí Giovanna,Puente,1983-05-14,,MX,0TeVa4xdLB8vdzjsvKH6Ri,Anahí Giovanna Puente Portilla,Ani,female,Q38903,voice
7789,Q237387,Dulce,María,1985-12-06,,MX,6kaefrHSdAvxhhCVDFTCEL,,Dulce María,female,Q330629,"guitar,voice"
7790,Q638209,Christian,Chávez Garza,1983-08-07,,US,0aMqt2uGLuHj4eI8oXgVzN,José Christian Chávez Garza,Christian Chávez,male,Q183412,voice
7791,Q1261353,Christopher Alexander Luis,Casillas,1986-10-21,,MX,5O8cudluftNZ6PCwRzvYxo,Christopher Alexander Luis Casillas von Uckermann,Christopher von Uckermann,male,Q427326,voice
7792,Q517417,Alfonso,Rodriguez,1983-08-28,,MX,0veZkZPeWoJQ9gt6VAXlkN,,Alfonso Herrera Rodriguez,male,,
7793,Q793031,László,Benkő,1943-06-12,2020-11-18,HU,1UjxAZqzphB1tsMb1aWBj0,,László Benkő,male,,trumpet
7794,Q596515,János,Kóbor,1943-05-17,2021-12-06,HU,1UjxAZqzphB1tsMb1aWBj0,,János Kóbor,male,,rhythm guitar
